"SETTLEMENT","MUNICIPALITY","PROVINCE","POSTAL_CODE","EKATTE_ID"
"Долна Оряховица","Горна Оряховица","Велико Търново","5130","22232"
"Долна Рибница","Петрич","Благоевград","2892","22246"
"Долна Рикса","Монтана","Монтана","3452","22250"
"Долна Секирна","Брезник","Перник","2397","22263"
"Долна Студена","Ценово","Русе","7123","22277"
"Долна Хубавка","Омуртаг","Търговище","7931","22280"
"Долни Богров","Район Кремиковци","София","1855","#N/A"
"Долни Бошняк","Видин","Видин","3782","22318"
"Долни Вадин","Оряхово","Враца","3344","22321"
"Долни Вит","Гулянци","Плевен","5969","22335"
"Долни Върпища","Дряново","Габрово","5380","22352"
"Долни Главанак","Маджарово","Хасково","6483","22375"
"Долни Дамяновци","Велико Търново","Велико Търново","5036","22383"
"Долни Драгойча","Дряново","Габрово","5380","22397"
"Долни Дъбник","Долни Дъбник","Плевен","5870","22407"
"Долни Коритен","Трекляно","Кюстендил","2558","22410"
"Долни Лом","Чупрене","Видин","3958","22424"
"Долни Луковит","Искър","Плевен","5867","22438"
"Долни Маренци","Трявна","Габрово","5360","22441"
"Долни Марян","Елена","Велико Търново","5084","22455"
"Долни Окол","Самоков","София","2028","22469"
"Долни Пасарел","Район Панчарево","София","1165","#N/A"
"Долни Радковци","Трявна","Габрово","5360","22486"
"Долни Раковец","Радомир","Перник","2413","22490"
"Долни Романци","Брезник","Перник","2367","22506"
"Долни Танчевци","Елена","Велико Търново","5097","22513"
"Долни Томчевци","Трявна","Габрово","5350","22527"
"Долни Цибър","Вълчедръм","Монтана","3642","22530"
"Долни чифлик","Долни чифлик","Варна","9120","21912"
"Долни Юруци","Крумовград","Кърджали","6954","22544"
"Долно Абланово","Русе","Русе","7053","22558"
"Долно Белево","Димитровград","Хасково","6422","22561"
"Долно Белотинци","Монтана","Монтана","3437","03736"
"Долно Ботево","Стамболово","Хасково","6393","22575"
"Долно Войводино","Хасково","Хасково","6389","22589"
"Долно Вършило","Септември","Пазарджик","4498","22592"
"Долно Големанци","Хасково","Хасково","6358","24949"
"Долно Драглище","Разлог","Благоевград","2798","22602"
"Долно Дряново","Гърмен","Благоевград","2944","22616"
"Долно Изворово","Казанлък","Стара Загора","6183","22633"
"Долно Камарци","Горна Малина","София","2137","22647"
"Долно Кобиле","Трекляно","Кюстендил","2556","22650"
"Долно Козарево","Омуртаг","Търговище","7926","22664"
"Долно Къпиново","Кирково","Кърджали","6870","22678"
"Долно Линево","Лом","Монтана","3605","22695"
"Долно Луково","Ивайловград","Хасково","6586","22705"
"Долно Новково","Омуртаг","Търговище","7938","22719"
"Долно ново село","Драгоман","София","2212","22722"
"Долно ново село","Братя Даскалови","Стара Загора","6226","22736"
"Долно Озирово","Вършец","Монтана","3538","22747"
"Долно Осеново","Симитли","Благоевград","2757","22753"
"Долно поле","Стамболово","Хасково","6382","22770"
"Долно Прахово","Ардино","Кърджали","6779","22784"
"Долно Ряхово","Главиница","Силистра","7624","22798"
"Долно Сахране","Павел баня","Стара Загора","6161","22808"
"Долно село","Кюстендил","Кюстендил","2567","22811"
